created_at,arbitrage,ask_price,bid_price
2017-09-01 00:00:00,-0.0251420840391,4736.12589286,4617.04982143
2017-09-01 00:05:00,-0.0249299163923,4736.01,4617.94166667
2017-09-01 00:10:00,-0.0246398826948,4736.1765,4619.47766667
2017-09-01 00:15:00,-0.0241166732743,4739.391,4625.09283333
2017-09-01 00:20:00,-0.0236061243419,4739.99166667,4628.09883333
2017-09-01 00:25:00,-0.0236315049226,4740.0,4627.98666667
2017-09-01 00:30:00,-0.0248743486865,4746.5245,4628.45483333
2017-09-01 00:35:00,-0.0254008151084,4752.58783333,4631.868
2017-09-01 00:40:00,-0.0241664837053,4758.26083333,4643.2705
2017-09-01 00:45:00,-0.0238296789567,4761.87,4648.39616667
2017-09-01 00:50:00,-0.023081750464,4761.87,4651.95770492
2017-09-01 00:55:00,-0.0226571003968,4761.87,4653.97983333
2017-09-01 01:00:00,-0.0232510815721,4765.60264151,4654.79641509
2017-09-01 01:05:00,-0.0252428083476,4773.25266667,4652.76033333
2017-09-01 01:10:00,-0.0261566115995,4778.64118644,4653.64813559
2017-09-01 01:15:00,-0.0253752908583,4778.96,4657.6925
2017-09-01 01:20:00,-0.0255150622331,4778.20516667,4656.289
2017-09-01 01:25:00,-0.0253797042332,4773.9535,4652.79083333
2017-09-01 01:30:00,-0.0243608020059,4770.04,4653.838
2017-09-01 01:35:00,-0.0245591300674,4770.04,4652.89196721
2017-09-01 01:40:00,-0.0258022993518,4770.04,4646.962
2017-09-01 01:45:00,-0.0259770704294,4770.04392157,4646.13215686
2017-09-01 01:50:00,-0.0248219620339,4770.05,4651.648
2017-09-01 01:55:00,-0.0251706134623,4770.05,4649.98491525
2017-09-01 02:00:00,-0.0257453427861,4770.04446429,4647.23803571
2017-09-01 02:05:00,-0.026333101365,4764.76383333,4639.29316667
2017-09-01 02:10:00,-0.0280800784805,4760.04639344,4626.38393443
2017-09-01 02:15:00,-0.0275231360301,4760.02,4629.00932203
2017-09-01 02:20:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:25:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:30:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:35:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:40:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:45:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:50:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 02:55:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:00:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:05:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:10:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:15:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:20:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:25:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:30:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:35:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:40:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:45:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:50:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 03:55:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:00:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:05:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:10:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:15:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:20:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:25:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:30:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:35:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:40:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:45:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:50:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 04:55:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 05:00:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 05:05:00,-0.0274211627302,4760.02,4629.49471698
2017-09-01 05:10:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:15:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:20:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:25:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:30:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:35:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:40:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:45:00,-0.0266111735349,4759.993,4633.324
2017-09-01 05:50:00,-0.0207669550059,4736.02244898,4637.66959184
2017-09-01 05:55:00,-0.0199425686926,4730.30616667,4635.9695
2017-09-01 06:00:00,-0.0183163377619,4717.93053571,4631.51428571
2017-09-01 06:05:00,-0.0184526471837,4715.17,4628.16263158
2017-09-01 06:10:00,-0.019402799899,4715.17,4623.6825
2017-09-01 06:15:00,-0.0200661552676,4715.17,4620.55466667
